epoch, wall, LR,training_loss_force_constant,training_loss_e,training_loss,training_f_mae,training_e/N_mae,training_force_constant_mae,validation_loss_force_constant,validation_loss_e,validation_loss,validation_f_mae,validation_e/N_mae,validation_force_constant_mae
      1474, 46373.454,    0.005,           118.84,           2.4777,           121.31,       0.0852,         1.24,          119,           275.39,         0.036638,           275.42,        0.209,        0.147,          275
      1475, 46404.818,    0.005,           120.03,          0.70516,           120.73,       0.0789,        0.715,          120,           275.76,         0.018913,           275.78,        0.211,        0.117,          276
      1476, 46436.280,    0.005,           130.59,           0.3676,           130.96,       0.0836,        0.477,          131,           275.36,         0.021025,           275.38,        0.214,        0.139,          275
      1477, 46467.646,    0.005,           127.85,          0.98247,           128.83,        0.081,        0.747,          128,           274.63,         0.027251,           274.66,        0.215,        0.142,          275
      1478, 46498.964,    0.005,           133.08,          0.57487,           133.65,        0.078,        0.543,          133,           273.32,         0.021701,           273.34,        0.211,        0.135,          273
      1479, 46530.365,    0.005,           126.32,          0.32779,           126.65,       0.0784,        0.435,          126,           273.58,         0.026557,           273.61,        0.212,        0.152,          274
      1480, 46561.798,    0.005,           120.88,          0.39656,           121.27,       0.0825,         0.52,          121,           273.95,         0.023291,           273.97,        0.212,        0.135,          274
      1481, 46593.359,    0.005,           131.01,          0.81733,           131.83,       0.0786,        0.645,          131,           274.02,         0.012693,           274.03,        0.211,        0.101,          274
      1482, 46624.798,    0.005,           148.01,           1.3761,           149.39,       0.0793,        0.935,          148,           274.54,        0.0099111,           274.55,        0.214,       0.0955,          275
      1483, 46656.983,    0.005,           128.53,           1.4734,              130,       0.0834,        0.981,          129,           273.31,         0.018586,           273.33,        0.208,        0.118,          273
      1484, 46688.636,    0.005,           162.31,           1.0532,           163.36,       0.0803,        0.778,          162,           273.05,         0.012469,           273.07,        0.208,       0.0918,          273
      1485, 46720.102,    0.005,           142.09,          0.42861,           142.51,       0.0809,        0.514,          142,           271.89,        0.0093263,            271.9,        0.203,       0.0711,          272
      1486, 46751.675,    0.005,           131.82,           1.0356,           132.86,       0.0756,        0.792,          132,           272.51,        0.0038233,           272.52,        0.202,       0.0537,          273
