epoch, batch, loss, loss_force_constant, loss_e, f_mae, e/N_mae, force_constant_mae
   58,   130,           763.12,           762.51,          0.60447,         0.069431,          0.77748,           762.51
   58,   131,           702.91,           702.86,         0.048235,          0.12988,          0.21962,           702.86
   58,   132,           1313.2,           1311.9,           1.2874,          0.11878,           1.1346,           1311.9
   58,   133,           705.28,           705.28,       0.00068446,          0.44003,         0.026162,           705.28
   58,   134,           690.04,           689.81,          0.22462,          0.09651,          0.47394,           689.81
   58,   135,           620.44,           619.09,            1.356,          0.57163,           1.1645,           619.09
   58,   136,           776.48,           776.39,         0.084117,         0.093306,          0.29003,           776.39
   58,   137,              290,           289.46,          0.53515,          0.63089,          0.73154,           289.46
   58,   138,           944.38,           944.35,         0.039191,         0.080031,          0.19797,           944.35
   58,   139,           944.46,           944.21,          0.24643,          0.03595,          0.49641,           944.21
   58,   140,           907.31,           907.28,         0.024474,          0.28052,          0.15644,           907.28
   58,   141,           1057.1,           1056.4,          0.67892,         0.055586,          0.82397,           1056.4
   58,   142,           847.72,           847.72,        0.0018854,          0.12888,         0.043421,           847.72
   58,   143,           813.25,           813.24,        0.0095129,          0.20944,         0.097534,           813.24
   58,   144,           1125.7,           1125.2,          0.49468,         0.053391,          0.70334,           1125.2
   58,   145,           773.86,           773.84,         0.022768,          0.15273,          0.15089,           773.84
   58,   146,           703.45,           703.42,           0.0341,          0.12699,          0.18466,           703.42
   58,   147,           725.63,           724.93,          0.69441,         0.063707,          0.83331,           724.93
   58,   148,           258.14,           258.12,         0.010531,          0.13376,          0.10262,           258.12
   58,   149,           619.39,           619.27,           0.1262,         0.023982,          0.35524,           619.27
   58,   150,           1008.9,           1008.9,         0.012433,           0.1892,           0.1115,           1008.9
   58,   151,           960.15,           959.91,          0.23197,           0.2589,          0.48163,           959.91
   58,   152,           1189.8,           1189.8,         0.010435,          0.30736,          0.10215,           1189.8
   58,   153,           1055.6,           1055.6,          0.01116,          0.29063,          0.10564,           1055.6
   58,   154,           749.47,           749.47,        0.0014068,          0.23114,         0.037507,           749.47
